corp_code,corp_name,stock_code,corp_cls,report_nm,rcept_no,flr_nm,rcept_dt,rm,company_name,text,text_len,revenue,revenue_qoq,revenue_prev_year,revenue_yoy,op_profit,op_profit_qoq,op_profit_prev_year,op_profit_yoy,net_income,net_income_qoq,net_income_yoy,period_year,quarter,unit,consolidated,is_preliminary,text_length,ni_turn,op_turn,revenue_turn,ret_1d,ret_3d,ret_5d,car_1d,car_3d,car_5d,pre_vol_20d,volume_ratio,pre_close,disc_date,disc_year,disc_month,disc_dow,surprise_dir,surprise_mag,beat_qoq,rev_profit_diverge,revenue_eok,mcar_1d,mcar_3d,mcar_5d,sentiment,pos_words,neg_words,sentiment_label,avg_sentence_len,num_count,quarter_inferred,is_consolidated,has_turnaround,rev_profit_div,is_q1,is_q2,is_q3,finbert_score,finbert_neg,finbert_neu,finbert_pos,finbert_label,finbert_tercile
00126380,삼성전자,005930,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20260129800002,삼성전자,20260129,유,삼성전자,"삼성전자/연결재무제표기준영업(잠정)실적(공정공시)/(2026.01.29)연결재무제표기준영업(잠정)실적(공정공시) 연결재무제표 기준 영업(잠정)실적(공정공시) 실적기간 당기실적 2025-10-01 ~ 2025-12-31 전기실적 2025-07-01 ~ 2025-09-30 전년동기실적 2024-10-01 ~ 2024-12-31 당기누계실적 2025-01-01 ~ 2025-12-31 전년동기누적실적 2024-01-01 ~ 2024-12-31 ※ 동 정보는 잠정치로서 향후 확정치와는 다를 수 있음. 1. 연결실적내용 단위 : 억원, % 구분 당기실적 전기실적 전기대비 전년동기실적 전년동기대비 ('25.4Q) ('25.3Q) 증감율(%) 흑자적자전환여부 ('24.4Q) 증감율(%) 흑자적자전환여부 매출액 당해실적 938,374 860,617 9.04 - 757,883 23.82 - 누계실적 3,336,059 - - - 3,008,709 10.88 - 영업이익 당해실적 200,737 121,661 65.00 - 64,927 209.17 - 누계실적 436,011 - - - 327,260 33.23 - 법인세비용차감전계속사업이익 당해실적 210,282 135,456 55.24 - 79,073 165.93 - 누계실적 494,815 - - - 375,297 31.85 - 당기순이익 당해실적 196,417 122,257 60.66 - 77,544 153.30 - 누계실적 452,068 - - - 344,514 31.22 - 지배기업 소유주지분 순이익 당해실적 192,920 120,065 60.68 - 75,761 154.64 - 누계실적 442,610 - - - 336,214 31.65 - - - - - - - - - 2. 정보제공내역 정보제공자 IR팀 정보제공대상자 국내외투자자 및 언론 등 정보제공(예정)일자 2026년 1월 29일 정보제공(예정)시간 오전 10시 예정 행사명(장소) 2025년 4분기 삼성전자 경영설명회 - Conference Call - 한국어/영어 동시 진행 3. 연락처 관련부서 IR팀 전화번호 02-2255-9000 4. 기타 투자판단과 관련한 중요사항 - 상기 내용 중 2025년 4분기 당해 및 누계실적은 삼성전자 본사, 자회사 및 관계사 등에 대한 외부감사인의 회계감사가 완료되지 않은 상태에서 작성된 자료이므로, 그 내용 중 일부는 회계검토 과정에서 변경 가능함. ※ 투자자의 편의를 위하여 삼성전자 홈페이지 내 Webcasting 병행 실시 ·국문 IR 홈페이지 https://www.samsung.com/sec/ir ·영문 IR 홈페이지 https://www.samsung.com/global/ir ※ 관련공시 -",1321,938374.0,9.04,757883.0,23.82,200737.0,65.0,64927.0,209.17,196417.0,60.66,153.3,2025.0,Q4,hundred_million_won,True,1,1321.0,,,,-1.0468,-7.3892,4.1256,-1.0468,-7.3892,4.1256,2.6997,1.22,162400.0,2026-01-29,2026,1,3,positive,large_pos,1,0,938374.0,-2.0223,-3.1125,0.2521,0.0,2,2,neutral,44.37931034482759,136,Q4,1,0,0,0,0,0,0.022570639848709106,0.32867157459259033,0.320086270570755,0.35124221444129944,neutral,bottom
00126380,삼성전자,005930,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20251030800056,삼성전자,20251030,유,삼성전자,"삼성전자/연결재무제표기준영업(잠정)실적(공정공시)/(2025.10.30)연결재무제표기준영업(잠정)실적(공정공시) 연결재무제표 기준 영업(잠정)실적(공정공시) 실적기간 당기실적 2025-07-01 ~ 2025-09-30 전기실적 2025-04-01 ~ 2025-06-30 전년동기실적 2024-07-01 ~ 2024-09-30 당기누계실적 2025-01-01 ~ 2025-09-30 전년동기누적실적 2024-01-01 ~ 2024-09-30 ※ 동 정보는 잠정치로서 향후 확정치와는 다를 수 있음. 1. 연결실적내용 단위 : 억원, % 구분 당기실적 전기실적 전기대비 전년동기실적 전년동기대비 ('25.3Q) ('25.2Q) 증감율(%) 흑자적자전환여부 ('24.3Q) 증감율(%) 흑자적자전환여부 매출액 당해실적 860,617 745,663 15.42 - 790,987 8.80 - 누계실적 2,397,686 - - - 2,250,826 6.52 - 영업이익 당해실적 121,661 46,761 160.18 - 91,834 32.48 - 누계실적 235,274 - - - 262,333 -10.31 - 법인세비용차감전계속사업이익 당해실적 135,456 57,561 135.33 - 103,204 31.25 - 누계실적 284,533 - - - 296,225 -3.95 - 당기순이익 당해실적 122,257 51,164 138.95 - 101,009 21.04 - 누계실적 255,651 - - - 266,970 -4.24 - 지배기업 소유주지분 순이익 당해실적 120,064 49,340 143.34 - 97,815 22.75 - 누계실적 249,689 - - - 260,452 -4.13 - - - - - - - - - 2. 정보제공내역 정보제공자 IR팀 정보제공대상자 국내외투자자 및 언론 등 정보제공(예정)일자 2025년 10월 30일 정보제공(예정)시간 오전 10시 예정 행사명(장소) 2025년 3분기 삼성전자 경영설명회 - Conference Call - 한국어/영어 동시 진행 3. 연락처 관련부서 IR팀 전화번호 02-2255-9000 4. 기타 투자판단과 관련한 중요사항 - 상기 내용 중 2025년 3분기 당해 및 누계실적은 삼성전자 본사, 자회사 및 관계사 등에 대한 외부감사인의 회계감사가 완료되지 않은 상태에서 작성된 자료이므로, 그 내용 중 일부는 회계검토 과정에서 변경 가능함. ※ 투자자의 편의를 위하여 삼성전자 홈페이지 내 Webcasting 병행 실시 ·국문 IR 홈페이지 https://www.samsung.com/sec/ir ·영문 IR 홈페이지 https://www.samsung.com/global/ir ※ 관련공시 -",1320,860617.0,15.42,790987.0,8.8,121661.0,160.18,91834.0,32.48,122257.0,138.95,21.04,2025.0,Q3,hundred_million_won,True,1,1320.0,,,,3.5821,10.5473,0.0995,3.5821,10.5473,0.0995,2.4666,1.48,100500.0,2025-10-30,2025,10,3,positive,med_pos,1,0,860617.0,3.4414,7.0992,1.9796,0.0,2,2,neutral,44.3448275862069,136,Q3,1,0,0,0,0,1,0.07832957804203033,0.1699788123369217,0.5817127823829651,0.24830839037895203,neutral,bottom
00126380,삼성전자,005930,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20250731800027,삼성전자,20250731,유,삼성전자,"삼성전자/연결재무제표기준영업(잠정)실적(공정공시)/(2025.07.31)연결재무제표기준영업(잠정)실적(공정공시) 연결재무제표 기준 영업(잠정)실적(공정공시) ※ 동 정보는 잠정치로서 향후 확정치와는 다를 수 있음. 1. 연결실적내용 단위 : 억원, % 구분 당기실적 전기실적 전기대비증감율(%) 전년동기실적 전년동기대비증감율(%) ('25.2Q) ('25.1Q) ('24.2Q) 매출액 당해실적 745,663 791,405 -5.78 740,683 0.67 누계실적 1,537,068 791,405 - 1,459,839 5.29 영업이익 당해실적 46,761 66,853 -30.05 104,439 -55.23 누계실적 113,613 66,853 - 170,499 -33.36 법인세비용차감전계속사업이익 당해실적 57,561 91,516 -37.10 115,953 -50.36 누계실적 149,077 91,516 - 193,021 -22.77 당기순이익 당해실적 51,164 82,229 -37.78 98,413 -48.01 누계실적 133,393 82,229 - 165,961 -19.62 지배기업 소유주지분 순이익 당해실적 49,340 80,284 -38.54 96,427 -48.83 누계실적 129,624 80,284 - 162,637 -20.30 - - - - - - 2. 정보제공내역 정보제공자 IR팀 정보제공대상자 국내외 투자자 및 언론 등 정보제공(예정)일시 2025년 7월 31일 오전 10시 예정 행사명(장소) 2025년 2분기 삼성전자 경영설명회 - Conference Call - 한국어/영어 동시 진행 3. 연락처(관련부서/전화번호) IR팀 (02-2255-9000) 4. 기타 투자판단과 관련한 중요사항 - 상기 내용 중 2025년 2분기 당해 및 누계실적은 삼성전자 본사, 자회사 및 관계사 등에 대한 외부감사인의 회계감사가 완료되지 않은 상태에서 작성된 자료이므로, 그 내용 중 일부는 회계검토 과정에서 변경 가능함. ※ 투자자의 편의를 위하여 삼성전자 홈페이지 내 Webcasting 병행 실시 ·국문 IR 홈페이지 https://www.samsung.com/sec/ir ·영문 IR 홈페이지 https://www.samsung.com/global/ir ※ 관련공시 -",1119,745663.0,-5.78,740683.0,0.67,46761.0,-30.05,104439.0,-55.23,51164.0,-37.78,-48.01,,,hundred_million_won,True,1,1119.0,,,,-1.6529,-3.9945,-5.2342,-1.6529,-3.9945,-5.2342,2.2114,1.22,72600.0,2025-07-31,2025,7,3,negative,large_neg,0,1,745663.0,-1.3754,-0.7153,-3.5033,1.0,1,0,positive,37.41379310344828,116,Q2,1,0,1,0,1,0,0.33217722177505493,0.12546133995056152,0.4169001579284668,0.45763856172561646,positive,middle
00126380,삼성전자,005930,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20250430800069,삼성전자,20250430,유,삼성전자,"삼성전자/연결재무제표기준영업(잠정)실적(공정공시)/(2025.04.30)연결재무제표기준영업(잠정)실적(공정공시) 연결재무제표 기준 영업(잠정)실적(공정공시) ※ 동 정보는 잠정치로서 향후 확정치와는 다를 수 있음. 1. 연결실적내용 단위 : 억원, % 구분 당기실적 전기실적 전기대비증감율(%) 전년동기실적 전년동기대비증감율(%) ('25.1Q) ('24.4Q) ('24.1Q) 매출액 당해실적 791,405 757,883 4.42 719,156 10.05 누계실적 791,405 3,008,709 - 719,156 10.05 영업이익 당해실적 66,853 64,927 2.97 66,060 1.20 누계실적 66,853 327,260 - 66,060 1.20 법인세비용차감전계속사업이익 당해실적 91,516 79,073 15.74 77,067 18.75 누계실적 91,516 375,297 - 77,067 18.75 당기순이익 당해실적 82,229 77,544 6.04 67,547 21.74 누계실적 82,229 344,514 - 67,547 21.74 지배기업 소유주지분 순이익 당해실적 80,284 75,761 5.97 66,210 21.26 누계실적 80,284 336,214 - 66,210 21.26 - - - - - - 2. 정보제공내역 정보제공자 IR팀 정보제공대상자 국내외 투자자 및 언론 등 정보제공(예정)일시 2025년 4월 30일 오전 10시 예정 행사명(장소) 2025년 1분기 삼성전자 경영설명회 - Conference Call - 한국어/영어 동시 진행 3. 연락처(관련부서/전화번호) IR팀 (02-2255-9000) 4. 기타 투자판단과 관련한 중요사항 - 상기 내용 중 2025년 1분기 당해 및 누계실적은 삼성전자 본사, 자회사 및 관계사 등에 대한 외부감사인의 회계감사가 완료되지 않은 상태에서 작성된 자료이므로, 그 내용 중 일부는 회계검토 과정에서 변경 가능함. ※ 투자자의 편의를 위하여 삼성전자 홈페이지 내 Webcasting 병행 실시 ·국문 IR 홈페이지 https://www.samsung.com/sec/ir ·영문 IR 홈페이지 https://www.samsung.com/global/ir ※ 관련공시 -",1095,791405.0,4.42,719156.0,10.05,66853.0,2.97,66060.0,1.2,82229.0,6.04,21.74,,,hundred_million_won,True,1,1095.0,,,,-0.5376,-2.1505,-1.7921,-0.5376,-2.1505,-1.7921,2.3722,0.88,55800.0,2025-04-30,2025,4,2,positive,small_pos,1,0,791405.0,-0.1942,-2.4772,-2.254,1.0,1,0,positive,36.58620689655172,115,Q1,1,0,0,1,0,0,0.26560717821121216,0.13504688441753387,0.46429914236068726,0.40065404772758484,neutral,middle
00126380,삼성전자,005930,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20250131800091,삼성전자,20250131,유,삼성전자,"삼성전자/연결재무제표기준영업(잠정)실적(공정공시)/(2025.01.31)연결재무제표기준영업(잠정)실적(공정공시) 연결재무제표 기준 영업(잠정)실적(공정공시) ※ 동 정보는 잠정치로서 향후 확정치와는 다를 수 있음. 1. 연결실적내용 단위 : 억원, % 구분 당기실적 전기실적 전기대비증감율(%) 전년동기실적 전년동기대비증감율(%) ('24.4Q) ('24.3Q) ('23.4Q) 매출액 당해실적 757,883 790,987 -4.19 677,799 11.82 누계실적 3,008,709 2,250,826 - 2,589,355 16.20 영업이익 당해실적 64,927 91,834 -29.30 28,247 129.85 누계실적 327,260 262,333 - 65,670 398.34 법인세비용차감전계속사업이익 당해실적 79,073 103,204 -23.38 35,243 124.37 누계실적 375,297 296,225 - 110,063 240.98 당기순이익 당해실적 77,544 101,009 -23.23 63,448 22.22 누계실적 344,514 266,970 - 154,871 122.45 지배기업 소유주지분 순이익 당해실적 75,761 97,815 -22.55 60,238 25.77 누계실적 336,214 260,452 - 144,734 132.30 - - - - - - 2. 정보제공내역 정보제공자 IR팀 정보제공대상자 국내외 투자자 및 언론 등 정보제공(예정)일시 2025년 1월 31일 오전 10시 예정 행사명(장소) 2024년 4분기 삼성전자 경영설명회 - Conference Call - 한국어/영어 동시 진행 3. 연락처(관련부서/전화번호) IR팀 (02-2255-9000) 4. 기타 투자판단과 관련한 중요사항 - 상기 내용 중 2024년 4분기 당해 및 누계실적은 삼성전자 본사, 자회사 및 관계사 등에 대한 외부감사인의 회계감사가 완료되지 않은 상태에서 작성된 자료이므로, 그 내용 중 일부는 회계검토 과정에서 변경 가능함. ※ 투자자의 편의를 위하여 삼성전자 홈페이지 내 Webcasting 병행 실시 ·국문 IR 홈페이지 https://www.samsung.com/sec/ir ·영문 IR 홈페이지 https://www.samsung.com/global/ir ※ 관련공시 -",1124,757883.0,-4.19,677799.0,11.82,64927.0,-29.3,28247.0,129.85,77544.0,-23.23,22.22,,,hundred_million_won,True,1,1124.0,,,,-2.4209,-1.8622,0.5587,-2.4209,-1.8622,0.5587,1.5345,2.52,53700.0,2025-01-31,2025,1,4,positive,large_pos,0,0,757883.0,-1.6549,0.3102,0.5606,1.0,1,0,positive,37.58620689655172,117,Q4,1,0,0,0,0,0,0.2162409871816635,0.15448720753192902,0.47478458285331726,0.37072819471359253,neutral,middle
00126380,삼성전자,005930,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20241031800024,삼성전자,20241031,유,삼성전자,"삼성전자/연결재무제표기준영업(잠정)실적(공정공시)/(2024.10.31)연결재무제표기준영업(잠정)실적(공정공시) 연결재무제표 기준 영업(잠정)실적(공정공시) ※ 동 정보는 잠정치로서 향후 확정치와는 다를 수 있음. 1. 연결실적내용 단위 : 억원, % 구분 당기실적 전기실적 전기대비증감율(%) 전년동기실적 전년동기대비증감율(%) ('24.3Q) ('24.2Q) ('23.3Q) 매출액 당해실적 790,987 740,683 6.79 674,047 17.35 누계실적 2,250,826 1,459,839 - 1,911,556 17.75 영업이익 당해실적 91,834 104,439 -12.07 24,335 277.37 누계실적 262,333 170,499 - 37,423 600.99 법인세비용차감전계속사업이익 당해실적 103,204 115,953 -10.99 39,426 161.77 누계실적 296,225 193,021 - 74,820 295.92 당기순이익 당해실적 101,009 98,413 2.64 58,442 72.84 누계실적 266,970 165,961 - 91,423 192.02 지배기업 소유주지분 순이익 당해실적 97,815 96,427 1.44 55,013 77.80 누계실적 260,453 162,637 - 84,496 208.24 - - - - - - 2. 정보제공내역 정보제공자 IR팀 정보제공대상자 국내외 투자자 및 언론 등 정보제공(예정)일시 2024년 10월 31일 오전 10시 예정 행사명(장소) 2024년 3분기 삼성전자 경영설명회 - Conference Call - 한국어/영어 동시 진행 3. 연락처(관련부서/전화번호) IR팀 (02-2255-9000) 4. 기타 투자판단과 관련한 중요사항 - 상기 내용 중 2024년 3분기 당해 및 누계실적은 삼성전자 본사, 자회사 및 관계사 등에 대한 외부감사인의 회계검토가 완료되지 않은 상태에서 작성된 자료이므로, 그 내용 중 일부는 회계검토 과정에서 변경 가능함. ※ 투자자의 편의를 위하여 삼성전자 홈페이지 내 Webcasting 병행 실시 ·국문 IR 홈페이지 https://www.samsung.com/sec/ir ·영문 IR 홈페이지 https://www.samsung.com/global/ir ※ 관련공시 -",1119,790987.0,6.79,674047.0,17.35,91834.0,-12.07,24335.0,277.37,101009.0,2.64,72.84,,,hundred_million_won,True,1,1119.0,,,,0.1692,-0.6768,-3.0457,0.1692,-0.6768,-3.0457,2.039,1.34,59100.0,2024-10-31,2024,10,3,positive,large_pos,0,0,790987.0,1.6204,-0.491,-1.8783,1.0,1,0,positive,37.41379310344828,117,Q3,1,0,0,0,0,1,0.25209832191467285,0.1304037719964981,0.48709410429000854,0.38250207901000977,neutral,middle
00126380,삼성전자,005930,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20240731800039,삼성전자,20240731,유,삼성전자,"삼성전자/연결재무제표기준영업(잠정)실적(공정공시)/(2024.07.31)연결재무제표기준영업(잠정)실적(공정공시) 연결재무제표 기준 영업(잠정)실적(공정공시) ※ 동 정보는 잠정치로서 향후 확정치와는 다를 수 있음. 1. 연결실적내용 단위 : 억원, % 구분 당기실적 전기실적 전기대비증감율(%) 전년동기실적 전년동기대비증감율(%) ('24.2Q) ('24.1Q) ('23.2Q) 매출액 당해실적 740,683 719,156 2.99 600,055 23.44 누계실적 1,459,839 719,156 - 1,237,509 17.97 영업이익 당해실적 104,439 66,060 58.10 6,685 1,462.29 누계실적 170,499 66,060 - 13,087 1,202.81 법인세비용차감전계속사업이익 당해실적 115,953 77,067 50.46 17,130 576.90 누계실적 193,021 77,067 - 35,394 445.35 당기순이익 당해실적 98,413 67,547 45.70 17,236 470.97 누계실적 165,961 67,547 - 32,982 403.19 지배기업 소유주지분 순이익 당해실적 96,427 66,210 45.64 15,470 523.32 누계실적 162,637 66,210 - 29,483 451.63 - - - - - - 2. 정보제공내역 정보제공자 IR팀 정보제공대상자 국내외 투자자 및 언론 등 정보제공(예정)일시 2024년 7월 31일 오전 10시 예정 행사명(장소) 2024년 2분기 삼성전자 경영설명회 - Conference Call - 한국어/영어 동시 진행 3. 연락처(관련부서/전화번호) IR팀 (02-2255-9000) 4. 기타 투자판단과 관련한 중요사항 - 상기 내용 중 2024년 2분기 당해 및 누계실적은 삼성전자 본사, 자회사 및 관계사 등에 대한 외부감사인의 회계검토가 완료되지 않은 상태에서 작성된 자료이므로, 그 내용 중 일부는 회계검토 과정에서 변경 가능함. ※ 투자자의 편의를 위하여 삼성전자 홈페이지 내 Webcasting 병행 실시 ·국문 IR 홈페이지 https://www.samsung.com/sec/ir ·영문 IR 홈페이지 https://www.samsung.com/global/ir ※ 관련공시 -",1115,740683.0,2.99,600055.0,23.44,104439.0,58.1,6685.0,,98413.0,45.7,470.97,,,hundred_million_won,True,1,1115.0,,,,3.5802,-1.7284,-10.4938,3.5802,-1.7284,-10.4938,1.9146,0.96,81000.0,2024-07-31,2024,7,2,positive,large_pos,1,0,740683.0,2.3933,0.5359,-2.6039,1.0,1,0,positive,37.275862068965516,118,Q2,1,0,0,0,1,0,0.2509152889251709,0.1298597902059555,0.48936519026756287,0.3807750940322876,neutral,middle
00126380,삼성전자,005930,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20240430800051,삼성전자,20240430,유,삼성전자,"삼성전자/연결재무제표기준영업(잠정)실적(공정공시)/(2024.04.30)연결재무제표기준영업(잠정)실적(공정공시) 연결재무제표 기준 영업(잠정)실적(공정공시) ※ 동 정보는 잠정치로서 향후 확정치와는 다를 수 있음. 1. 연결실적내용 단위 : 억원, % 구분 당기실적 전기실적 전기대비증감율(%) 전년동기실적 전년동기대비증감율(%) ('24.1Q) ('23.4Q) ('23.1Q) 매출액 당해실적 719,156 677,799 6.10 637,454 12.82 누계실적 719,156 2,589,355 - 637,454 12.82 영업이익 당해실적 66,060 28,247 133.87 6,402 931.87 누계실적 66,060 65,670 - 6,402 931.87 법인세비용차감전계속사업이익 당해실적 77,067 35,243 118.67 18,264 321.96 누계실적 77,067 110,063 - 18,264 321.96 당기순이익 당해실적 67,547 63,448 6.46 15,746 328.98 누계실적 67,547 154,871 - 15,746 328.98 지배기업 소유주지분 순이익 당해실적 66,210 60,238 9.91 14,013 372.49 누계실적 66,210 144,734 - 14,013 372.49 - - - - - - 2. 정보제공내역 정보제공자 IR팀 정보제공대상자 국내외 투자자 및 언론 등 정보제공(예정)일시 2024년 4월 30일 오전 10시 예정 행사명(장소) 2024년 1분기 삼성전자 경영설명회 - Conference Call - 한국어/영어 동시 진행 3. 연락처(관련부서/전화번호) IR팀 (02-2255-9000) 4. 기타 투자판단과 관련한 중요사항 - 상기 내용 중 2024년 1분기 당해 및 누계실적은 삼성전자 본사, 자회사 및 관계사 등에 대한 외부감사인의 회계감사가 완료되지 않은 상태에서 작성된 자료이므로, 그 내용 중 일부는 회계검토 과정에서 변경 가능함. ※ 투자자의 편의를 위하여 삼성전자 홈페이지 내 Webcasting 병행 실시 ·국문 IR 홈페이지 https://www.samsung.com/sec/ir ·영문 IR 홈페이지 https://www.samsung.com/global/ir ※ 관련공시 -",1105,719156.0,6.1,637454.0,12.82,66060.0,133.87,6402.0,931.87,67547.0,6.46,328.98,,,hundred_million_won,True,1,1105.0,,,,1.043,1.1734,5.9974,1.043,1.1734,5.9974,1.9213,0.82,76700.0,2024-04-30,2024,4,1,positive,large_pos,1,0,719156.0,0.8711,1.5756,3.8537,1.0,1,0,positive,36.93103448275862,115,Q1,1,0,0,1,0,0,0.28358250856399536,0.14843106269836426,0.41955530643463135,0.4320135712623596,neutral,middle
00126380,삼성전자,005930,Y,연결재무제표기준영업(잠정)실적(공정공시),20240131800032,삼성전자,20240131,유,삼성전자,"삼성전자/연결재무제표기준영업(잠정)실적(공정공시)/(2024.01.31)연결재무제표기준영업(잠정)실적(공정공시) 연결재무제표 기준 영업(잠정)실적(공정공시) ※ 동 정보는 잠정치로서 향후 확정치와는 다를 수 있음. 1. 연결실적내용 단위 : 억원, % 구분 당기실적 전기실적 전기대비증감율(%) 전년동기실적 전년동기대비증감율(%) ('23.4Q) ('23.3Q) ('22.4Q) 매출액 당해실적 677,799 674,047 0.56 704,646 -3.81 누계실적 2,589,355 1,911,556 - 3,022,314 -14.33 영업이익 당해실적 28,247 24,336 16.07 43,061 -34.40 누계실적 65,670 37,423 - 433,766 -84.86 법인세비용차감전계속사업이익 당해실적 35,243 39,426 -10.61 50,549 -30.28 누계실적 110,063 74,820 - 464,405 -76.30 당기순이익 당해실적 63,448 58,441 8.57 238,415 -73.39 누계실적 154,871 91,423 - 556,541 -72.17 지배기업 소유주지분 순이익 당해실적 60,238 55,013 9.50 235,025 -74.37 누계실적 144,734 84,496 - 547,300 -73.55 - - - - - - 2. 정보제공내역 정보제공자 IR팀 정보제공대상자 국내외 투자자 및 언론 등 정보제공(예정)일시 2024년 1월 31일 오전 10시 예정 행사명(장소) 2023년 4분기 삼성전자 경영설명회 - Conference Call - 한국어/영어 동시 진행 3. 연락처(관련부서/전화번호) IR팀 (02-2255-9000) 4. 기타 투자판단과 관련한 중요사항 - 상기 내용 중 2023년 4분기 당해 및 누계실적은 삼성전자 본사, 자회사 및 관계사 등에 대한 외부감사인의 회계감사가 완료되지 않은 상태에서 작성된 자료이므로, 그 내용 중 일부는 회계검토 과정에서 변경 가능함. ※ 투자자의 편의를 위하여 삼성전자 홈페이지 내 Webcasting 병행 실시 ·국문 IR 홈페이지 https://www.samsung.com/sec/ir ·영문 IR 홈페이지 https://www.samsung.com/global/ir ※ 관련공시 -",1117,677799.0,0.56,704646.0,-3.81,28247.0,16.07,43061.0,-34.4,63448.0,8.57,-73.39,,,hundred_million_won,True,1,1117.0,,,,-2.1534,1.2113,0.1346,-2.1534,1.2113,0.1346,1.5088,0.86,74300.0,2024-01-31,2024,1,2,negative,med_neg,1,0,677799.0,-2.0846,-3.4509,-2.9625,1.0,1,0,positive,37.3448275862069,117,Q4,1,0,0,0,0,0,0.27300140261650085,0.15326112508773804,0.4204762876033783,0.4262625277042389,neutral,middle
00126380,삼성전자,005930,Y,연결재무제표기준영업(잠정)실적(공정공시),20231031800049,삼성전자,20231031,유,삼성전자,"삼성전자/연결재무제표기준영업(잠정)실적(공정공시)/(2023.10.31)연결재무제표기준영업(잠정)실적(공정공시) 연결재무제표 기준 영업(잠정)실적(공정공시) ※ 동 정보는 잠정치로서 향후 확정치와는 다를 수 있음. 1. 연결실적내용 단위 : 억원, % 구분 당기실적 전기실적 전기대비증감율(%) 전년동기실적 전년동기대비증감율(%) ('23.3Q) ('23.2Q) ('22.3Q) 매출액 당해실적 674,047 600,055 12.33 767,817 -12.21 누계실적 1,911,556 1,237,509 - 2,317,668 -17.52 영업이익 당해실적 24,336 6,685 264.04 108,520 -77.57 누계실적 37,423 13,087 - 390,705 -90.42 법인세비용차감전계속사업이익 당해실적 39,426 17,130 130.16 118,550 -66.74 누계실적 74,820 35,394 - 413,856 -81.92 당기순이익 당해실적 58,441 17,236 239.06 93,892 -37.76 누계실적 91,423 32,982 - 318,126 -71.26 지배기업 소유주지분 순이익 당해실적 55,013 15,470 255.61 91,439 -39.84 누계실적 84,496 29,483 - 312,275 -72.94 - - - - - - 2. 정보제공내역 정보제공자 IR팀 정보제공대상자 국내외 투자자 및 언론 등 정보제공(예정)일시 2023년 10월 31일 오전 10시 예정 행사명(장소) 2023년 3분기 삼성전자 경영설명회 - Conference Call - 한국어/영어 동시 진행 3. 연락처(관련부서/전화번호) IR팀 (02-2255-9000) 4. 기타 투자판단과 관련한 중요사항 - 상기 내용 중 2023년 3분기 당해 및 누계실적은 삼성전자 본사, 자회사 및 관계사 등에 대한 외부감사인의 회계검토가 완료되지 않은 상태에서 작성된 자료이므로, 그 내용 중 일부는 회계검토 과정에서 변경 가능함. ※ 투자자의 편의를 위하여 삼성전자 홈페이지 내 Webcasting 병행 실시 ·국문 IR 홈페이지 https://www.samsung.com/sec/ir ·영문 IR 홈페이지 https://www.samsung.com/global/ir ※ 관련공시 -",1121,674047.0,12.33,767817.0,-12.21,24336.0,264.04,108520.0,-77.57,58441.0,239.06,-37.76,,,hundred_million_won,True,1,1121.0,,,,-0.5944,3.5661,5.3492,-0.5944,3.5661,5.3492,1.4207,0.95,67300.0,2023-10-31,2023,10,1,negative,large_neg,1,0,674047.0,0.8148,2.1565,-2.9527,1.0,1,0,positive,37.48275862068966,117,Q3,1,0,0,0,0,1,0.32180488109588623,0.1341591626405716,0.4098767042160034,0.455964058637619,positive,middle
